protein,intervention,I,II
MAPRE1,terbutaline,0.14979644181801943,0.13611098777943967
MAPRE2,resistance,-0.08554427185099124,-0.01395811027500149
MAPRE2,terbutaline,0.06954564755866285,0.09286714716281219
MAPRE3,resistance,0.2758891168689129,-0.05895757271124206
MAPRE3,terbutaline,-0.12540152953583128,0.08398579792314953
MAPT,resistance,0.0750957941460424,0.45883069982242297
MAPT,terbutaline,0.3162145087303599,0.5069629283613745
MARCKS,resistance,0.9809458178932194,0.7808907870621784
MARCKS,terbutaline,-0.032635918645934105,1.168584544076729
MARS,resistance,0.30294244983862384,0.1860831261406346
MARS,terbutaline,0.30442376994732767,0.31424213738991735
MAT2A,resistance,0.06192327102620965,-0.03953291268823644
MAT2A,terbutaline,0.006778919948215454,-0.19368210302842614
MAT2B,resistance,-0.17734506807459763,-0.017940518968226682
MAT2B,terbutaline,0.07369324388672077,-0.06667144401533909
MATR3,resistance,-0.20721805248100214,0.046870308100004365
MATR3,terbutaline,0.05759341347539941,0.07739179752583909
MAVS,resistance,-0.3257654704962066,0.05029514345515618
MAVS,terbutaline,-0.19541292350953995,-0.022545985343842823
MB,resistance,-0.3287637297866612,-0.2511811525087122
MB,terbutaline,-0.012268041576881217,-0.07710576013974386
MBNL1,resistance,0.09238035274311913,0.09145304103620333
MBNL1,terbutaline,-0.019090613885970022,-0.023137549605533565
MCCC1,resistance,-0.23223608381528343,-0.07528566258645042
MCCC1,terbutaline,-0.21780102613722732,-0.23114595404932733
MCCC2,resistance,-0.2424396249950327,0.14541439970638703
MCCC2,terbutaline,-0.09764565192567035,-0.25258434489389153
MCTS1,resistance,0.05026938783139429,0.056171457249854395
MCTS1,terbutaline,-0.02406439659080247,-0.00889945452616144
MCU,resistance,-0.13350965336283416,0.048864934886623246
MCU,terbutaline,-0.3059876803905339,-0.011877762328468044
MDH1,resistance,-0.3234163919773389,-0.09019545322446021
MDH1,terbutaline,-0.1055676774252834,-0.19851863435100192
MDH2,resistance,-0.37817485921696814,-0.10435192105679159
MDH2,terbutaline,-0.060789017698231564,-0.2771555500420737
ME1,resistance,-0.1566858875020876,0.00927744334761349
ME1,terbutaline,0.026284757895118843,-0.10023845828132123
ME2,resistance,0.07464042783871351,0.2659056170081721
ME2,terbutaline,0.13940088144886487,-0.030055401299209805
MECR,resistance,-0.2800479833818214,0.04050293003293737
MECR,terbutaline,-0.1386720412002895,-0.32570859394881396
MEMO1,resistance,0.17550926052042368,0.2374546837550433
MEMO1,terbutaline,0.26587566188057465,-0.04763032456636281
METTL7A,resistance,-0.034962694301123164,-0.008578107740501384
METTL7A,terbutaline,0.1441128872419201,-0.0835538647421381
MFAP4,resistance,0.6232834211136007,0.13809453555958204
MFAP4,terbutaline,-0.3127912673648314,-0.005927409285058231
MFN2,resistance,-0.19267686268337827,0.44613637166059916
MFN2,terbutaline,-0.15299268480352074,-0.11369906225485223
MGLL,resistance,-0.20525705500492877,0.08253493302449089
MGLL,terbutaline,-0.27010367307855326,0.03313278016833602
MGST3,resistance,-0.07451510761380982,0.116065711408409
MGST3,terbutaline,-0.5723551341375747,-0.41912442626615887
MIF,resistance,0.37211695840507325,0.18858591691632665
MIF,terbutaline,0.0841966768226034,6.049123003325126e-4
MINOS1,resistance,-0.4744372251955445,-0.2740265873833736
MINOS1,terbutaline,-0.21798362257723727,-0.18706435874465802
MLEC,resistance,-0.1346306155519526,0.23337302437060337
MLEC,terbutaline,0.15519770761128365,-0.14374120917993727
MLIP,resistance,-0.05297932297259246,0.22991719725570436
MLIP,terbutaline,0.15749884748907922,0.14840956256838314
MLYCD,resistance,-0.1248483000816061,-0.047766889273035976
MLYCD,terbutaline,0.08873974497707852,-0.024301833281764235
MMAB,resistance,0.03694413770185889,0.22005381412607328
MMAB,terbutaline,0.06547188465253385,-0.3188865781488029
MME,resistance,0.23571190447975404,0.21471384553408313
MME,terbutaline,0.1056572785811566,-0.09633544193593153
MMRN2,resistance,-0.20694198260715435,-0.05757474093251374
MMRN2,terbutaline,-0.001056920472274433,0.04269587519609619
MOCS2,resistance,-0.31913783953167546,-0.004494880931802836
MOCS2,terbutaline,0.13726576386519468,-0.11638877271593613
MP68,resistance,-0.5881708851306057,0.0676862421697606
MP68,terbutaline,-0.05340199656456854,-0.07734180434775799
MPC2,resistance,-0.33906621380935065,0.057375690582229355
MPC2,terbutaline,-0.12961131131411682,-0.26560573338475973
MPDU1,resistance,0.2912711298039432,0.25108555466255955
MPDU1,terbutaline,0.4073286076300735,0.16037594825890444
MPI,resistance,-0.1060158137889365,0.004262811576919434
MPI,terbutaline,-0.07715809416647022,0.012495438461116523
MPST,resistance,0.009570301470781877,-0.5003223755769555
MPST,terbutaline,-0.2885987323814651,-0.07106809292016318
MRPL12,resistance,-0.238140438355295,0.34758201152977053
MRPL12,terbutaline,-0.09101392525848737,-0.18758178884903653
MRPL13,resistance,-0.19307725534162046,-0.02914952659264079
MRPL13,terbutaline,-0.07810121437821863,-0.10489795999072901
MRPL15,resistance,-0.12219018731285251,-0.09809820958924612
MRPL15,terbutaline,-0.03877471846773107,-0.3070474720644931
MRPL17,resistance,-0.2397659722569642,0.14536988570133533
MRPL17,terbutaline,0.15187043905883937,-0.2907739541696516
MRPL19,resistance,-0.1696713492027173,-0.10042079364864039
MRPL19,terbutaline,0.062444985332332885,-0.14162241902581205
MRPL39,resistance,-0.12859596181444338,-0.044434227366370704
MRPL39,terbutaline,0.08065660923783824,-0.16146431665164007
MRPL4,resistance,-0.3848948952544369,-0.13833823894667763
MRPL4,terbutaline,-0.11415550963393209,-0.005068487660882168
MRPL44,resistance,-0.1504236129315148,0.0137469502097972
MRPL44,terbutaline,-0.2571163410851357,-0.07256503186869967
MRPL45,resistance,-0.3734661231207032,-0.08481500256341223
MRPL45,terbutaline,-0.04428285672669629,-0.2667506658900528
MRPL46,resistance,-0.21274509383737744,0.28354929096032966
MRPL46,terbutaline,-0.07196090142581646,-0.19348197338096376
MRPL49,resistance,-0.08221129102298745,-0.25259806722110567
MRPL49,terbutaline,-0.059436163807175785,0.2707543615824936
MRPS11,resistance,-0.01523155687846359,0.13395425487083612
MRPS11,terbutaline,-0.11446395484672785,-0.10903570941397984
MRPS17,resistance,0.07099893767904171,-0.1656409766464467
MRPS17,terbutaline,0.4345652962384652,-0.32628844064344437
MRPS22,resistance,-0.21148048231982663,0.2536785204245553
MRPS22,terbutaline,-0.15881965525721606,-0.2217190778441204
MRPS23,resistance,-0.40608458804225983,0.0013505345828246362
MRPS23,terbutaline,-0.009162078557551058,-0.13993471707815974
MRPS25,resistance,-0.06991663226478018,0.1771517588143443
MRPS25,terbutaline,0.16156078391358483,0.06542253825449802
MRPS27,resistance,-0.08122715267410362,-0.28456701929909656
MRPS27,terbutaline,-0.04963431107683688,-0.06809476968567833
MRPS30,resistance,0.07106313753826754,0.515701243848584
MRPS30,terbutaline,-0.4369782589721401,0.009453665966675592
MRPS35,resistance,-0.20521186590844717,-0.39951738059356173
MRPS35,terbutaline,-0.010218009820376094,0.04487545072663165
MRPS36,resistance,-0.20662234302883523,-0.23860020824367734
MRPS36,terbutaline,-0.24631636076195848,-0.14649080941085155
MRPS7,resistance,-0.229256833219145,-3.01754457304071e-5
MRPS7,terbutaline,-0.08084529298387115,-0.2924207797248357
MRRF,resistance,-0.1922744968171019,0.04531033673689522
MRRF,terbutaline,0.022747173475721638,-0.11825258755996192
MSI2,resistance,-0.007125215241120182,0.14464840832166703
MSI2,terbutaline,-0.059393996377276506,0.08607279039236977
MSN,resistance,0.4792442687531072,0.34102542748104625
MSN,terbutaline,0.07977015822067147,0.2095841406875468
MSRB2,resistance,-0.0963191666950183,0.16820174783168174
MSRB2,terbutaline,-0.08744049441392754,-0.341161078311585
MSRB3,resistance,0.01209174365539889,-0.14610073986289684
MSRB3,terbutaline,0.06382639449146427,-0.19381284564013077
MT-ATP6,resistance,-0.16745592138552695,-0.012057721613788708
MT-ATP6,terbutaline,-0.013166833031836479,-0.2603758807165395
MT-ATP8,resistance,-0.20689757236351955,0.002804431977806665
MT-ATP8,terbutaline,-0.07806086782322771,-0.21232832733821727
MT-CO2,resistance,-0.38723514279516535,-0.191431683649967
MT-CO2,terbutaline,-0.11265379627492159,-0.2568089746667628
MT-ND2,resistance,-0.404225130196957,-0.03907507372549901
MT-ND2,terbutaline,-0.1657900513361028,-0.3055550041601691
MTAP,resistance,0.0017212803522289124,0.22151189813435268
MTAP,terbutaline,-0.03262421799648248,-0.026083432891879383
MTCH2,resistance,-0.10675429927734241,-0.13370644607727455
MTCH2,terbutaline,-0.25428138772048486,-0.25461910775922786
MTHFD1,resistance,-0.1218084310765032,0.07102774035619408
MTHFD1,terbutaline,0.14890556789029682,-0.03104913165325307
MTPN,resistance,0.15930445214325215,0.09779796977386823
MTPN,terbutaline,0.012758467138340005,0.012484374155874445
MTR,resistance,-0.028134030465486327,-0.5970109950198652
MTR,terbutaline,-0.11017738756368807,0.36050552922261414
MTX1,resistance,-0.2323576780503441,0.0070380645233127925
MTX1,terbutaline,-0.06225507036992157,-0.10575563286698027
MTX2,resistance,-0.3520943042846308,-0.15684961291026123
MTX2,terbutaline,0.06760755559859546,-0.12209608305192132
MURC,resistance,-0.05711634954161176,0.14597096548463218
MURC,terbutaline,0.17198754634411656,0.18078840268067534
MUSTN1,resistance,0.8800983897247454,1.2446165464147432
MUSTN1,terbutaline,0.026194026107164294,-0.05570319767717432
MUT,resistance,-0.284485340740854,0.016480846010402672
MUT,terbutaline,-0.04422456390796643,-0.13099404017111796
MVP,resistance,0.4911898579926091,0.6548234211549369
MVP,terbutaline,0.4047733604647187,0.47833490025811026
MYBPC1,resistance,-0.17035469902443826,-0.14662228546665856
MYBPC1,terbutaline,-0.1518682969724829,-0.265507908229386
MYBPC2,resistance,-0.12123441639213464,-0.2045395576760325
MYBPC2,terbutaline,0.3352215591253597,0.10776620750887715
MYBPH,resistance,1.2244963429232052,1.953617301887246
MYBPH,terbutaline,0.34257928215999367,0.6103564733612687
MYCBP,resistance,0.06852829135167156,0.1321352151800248
MYCBP,terbutaline,0.10744288242424282,-0.3347059081999693
MYH1,resistance,-0.6207055303844948,0.5444163796384371
MYH1,terbutaline,-0.08577156013458083,-0.3009701724165457
MYH11,resistance,-0.06485597727294667,-0.8454147329683105
MYH11,terbutaline,-0.011860983048750384,-0.019642698218634774
MYH13,resistance,0.2867293169714564,0.24162757986321326
MYH13,terbutaline,-0.07204804293168543,0.3570873372811998
MYH14,resistance,0.020172613017364886,0.03898020566622029
MYH14,terbutaline,-0.03818762770843848,0.34927692604366056
MYH2,resistance,-0.07871789792969126,-0.42296675374904025
MYH2,terbutaline,0.332935357313079,-0.13372941294409588
MYH3,resistance,0.4005898633759252,1.4526143336426365
MYH3,terbutaline,-0.19943038225401957,0.15335601705199484
MYH4,resistance,0.4173057197662392,1.1785582915642288
MYH4,terbutaline,-0.8070669001410959,-0.8988749467641886
MYH6,resistance,-0.09215274443403995,2.379240318624674
MYH6,terbutaline,-0.17772737474317124,0.014291067794119558
MYH7,resistance,-0.08384938674142159,0.22323979487163914
MYH7,terbutaline,-0.2318236662446949,0.07494315211609888
MYH8,resistance,-0.5199346012913733,-0.35802128064099453
MYH8,terbutaline,-0.045234741541111845,0.11058308082948046
MYH9,resistance,0.5950370260557634,0.31375921616118263
MYH9,terbutaline,0.07720774348058185,0.3261949764672834
MYL1,resistance,0.09895005153878092,-0.17469760907106746
MYL1,terbutaline,-0.08892872518683959,-0.13102794770212492
MYL12B,resistance,0.17854981663307307,0.21555375738948013
MYL12B,terbutaline,0.20662126449262613,0.22066224201076023
MYL2,resistance,-0.19087495183476935,1.6799635757468407
MYL2,terbutaline,-0.06294062376326902,0.32906628752527184
MYL3,resistance,-0.3238373799126276,1.2815087841632946
MYL3,terbutaline,-0.041561556612072684,-0.3584950944272256
MYL4,resistance,-0.34365591408460944,-0.027550953585041116
MYL4,terbutaline,-0.6393827153714821,-0.11556771231832519
MYL6,resistance,0.936411896894492,0.07429974073404555
MYL6,terbutaline,0.031605655527483054,0.3589244589008061
MYL6B,resistance,0.1881831571645023,0.6684158905496804
MYL6B,terbutaline,-0.4991517455522937,-0.08952586259378685
MYLK2,resistance,-0.4701463888788001,-0.49210904136473155
MYLK2,terbutaline,0.05530317484413949,0.24047449516075106
MYLK3,resistance,-0.009383858214673543,NA
MYLK3,terbutaline,-0.3241506871395086,NA
MYLPF,resistance,-0.011128788279656274,-0.2176178858560589
MYLPF,terbutaline,0.2920944486596172,-0.11700333595425179
MYO18A,resistance,0.11849571787468705,-0.23900546245978177
MYO18A,terbutaline,0.13992111361856938,-0.05506615569901285
MYO1C,resistance,-0.17883949747243452,0.005424920273087608
MYO1C,terbutaline,-0.038627566228141674,0.2902278262526596
MYOM1,resistance,-0.1725098095390177,-0.15983142797039118
MYOM1,terbutaline,-0.14262652475199097,-0.09428251167223738
MYOM2,resistance,-0.1578264876571,-0.16489140261536273
MYOM2,terbutaline,-0.12827333712814892,-0.147701667337639
MYOM3,resistance,-0.10232310531937472,0.5480831417358427
MYOM3,terbutaline,-0.1454947701639418,-0.08132878582499685
MYOT,resistance,-0.13877078227708953,0.07753877809613341
MYOT,terbutaline,-0.17658477924717803,-0.34735375852908934
MYOZ1,resistance,-0.26754539298629254,-0.09106421180524071
MYOZ1,terbutaline,-0.020699680362824324,-0.17122206816510074
MYOZ2,resistance,-0.04975312857410711,0.6628619253754152
MYOZ2,terbutaline,0.019918554977061503,-0.38909308748812127
MYOZ3,resistance,-0.24762559153737307,-0.17419357552668835
MYOZ3,terbutaline,-0.05002387549307841,-0.3800600171570195
MYPN,resistance,-0.06078977889836271,0.2301671375179557
MYPN,terbutaline,0.09296937894529751,0.21319172822708868
NAA50,resistance,-0.15971819272169974,0.2603959825456854
NAA50,terbutaline,0.16670323270011644,0.031004384729512797
NACA,resistance,-0.18499774535087227,0.1710993916845811
NACA,terbutaline,0.09256475101863337,0.14071114303314122
NADK2,resistance,-0.17454646147223737,0.38793082624331676
NADK2,terbutaline,-0.02315263061598749,-0.2856745370093197
NAE1,resistance,-0.07750056895761961,0.0635874693838625
NAE1,terbutaline,-0.05571246411448527,-0.07027872209161441
NAGK,resistance,0.2702325007336519,0.05291154433835343
NAGK,terbutaline,-0.06463226956175233,0.1392660049545147
NAMPT,resistance,0.7616794668302924,0.27099045381142317
NAMPT,terbutaline,-0.07503482071273873,-0.0973208399274396
NANS,resistance,0.42499870545979107,0.265341288682863
NANS,terbutaline,0.23637275561783488,0.03870897113198275
NAP1L1,resistance,0.002829005702576889,0.37395814147394013
NAP1L1,terbutaline,0.17414364651664632,0.10020132550869858
NAP1L4,resistance,-0.026636092971817047,0.11266992090313321
NAP1L4,terbutaline,0.0012395830044785983,-0.04987992168801103
NAPA,resistance,0.05896546843019073,0.18907557025850585
NAPA,terbutaline,0.05151202310075835,0.15956773680592887
NAPG,resistance,0.12299128342548851,-0.13405115062873185
NAPG,terbutaline,0.10219028440771538,0.057209777904752755
NAPRT,resistance,-0.3295562443867094,-0.16399355615369426
NAPRT,terbutaline,0.06498066298041523,-0.2378480312112119
NARS,resistance,0.08612814580935131,0.2659322460248368
NARS,terbutaline,0.11600660490304808,0.18434771794454705
NCK2,resistance,0.027776433182606346,0.1483254177487927
NCK2,terbutaline,0.13456137926131922,0.010133561864321461
NCL,resistance,0.25619726248952873,0.01902191937308073
NCL,terbutaline,0.12451909597151073,-0.0021571179508640035
NDRG1,resistance,0.8354869292108951,-0.2602635979796295
NDRG1,terbutaline,-0.4845112699395383,0.1644662273850317
NDRG2,resistance,0.033060717925570415,-0.028171883870864667
NDRG2,terbutaline,0.089137915122399,-0.10411592971194583
NDUFA10,resistance,-0.3054968869956,-0.11780743182005171
NDUFA10,terbutaline,-0.21789701329381636,-0.240926552040301
NDUFA11,resistance,-0.527115040533541,0.3762185847877142
NDUFA11,terbutaline,-0.05966306788136185,-0.040200935953341364
NDUFA12,resistance,-0.4079634081182922,-0.053926123669862935
NDUFA12,terbutaline,-0.10388638661958566,-0.1929405662462885
NDUFA13,resistance,-0.36802505615991776,-0.12843789799471383
NDUFA13,terbutaline,-0.06888963029003406,-0.2967165670611919
NDUFA2,resistance,-0.42385632788924354,-0.19644154260997726
NDUFA2,terbutaline,-0.041610201931797056,-0.18888400729208188
NDUFA3,resistance,-0.4545750597402609,-0.15551737592255982
NDUFA3,terbutaline,-0.047869472142162334,-0.27008473795435073
NDUFA4,resistance,-0.5249427582224183,-0.060757672073715074
NDUFA4,terbutaline,0.05362454122998928,-0.20943644247441418
NDUFA5,resistance,-0.3057238719007514,-0.1071191810867409
NDUFA5,terbutaline,-0.21488258513066436,-0.2549039870777909
NDUFA6,resistance,-0.46903481845118833,-0.07977537515416588
NDUFA6,terbutaline,-0.14541188398757823,-0.22052758511365886
NDUFA7,resistance,-0.28281685700573383,-0.051353174186077766
NDUFA7,terbutaline,-0.10234013923256163,-0.2823886358781366
NDUFA8,resistance,-0.3757995722354366,-0.19655900118518765
NDUFA8,terbutaline,-0.29352983580546305,-0.2847216045317887
NDUFA9,resistance,-0.2698692671373585,-0.15826838549196265
NDUFA9,terbutaline,-0.12224861211309072,-0.22582548343098482
NDUFAB1,resistance,-0.31345995019476447,-0.12199399974155622
NDUFAB1,terbutaline,-0.15825624347901104,-0.28299131247790027
NDUFAF2,resistance,-0.41907213380625635,0.09828595849138955
NDUFAF2,terbutaline,0.054138991769069555,0.15858687632831212
NDUFAF3,resistance,0.18755842135511624,0.18864748617724647
NDUFAF3,terbutaline,-0.07701170011450668,-0.31380218921819836
NDUFAF4,resistance,-0.07963026029896193,0.03693507449828231
NDUFAF4,terbutaline,-0.2095580792762746,-0.21703477247465544
NDUFAF5,resistance,-0.14861661494860762,-0.11006367275211293
NDUFAF5,terbutaline,-0.21483183748673548,-0.4619607658310173
NDUFAF6,resistance,-0.21767087548143346,-0.006930958675461341
NDUFAF6,terbutaline,-0.15322008252847721,-0.23888100505354246
NDUFB1,resistance,-0.42435972043455145,-0.17604199624090544
NDUFB1,terbutaline,0.06764287206211264,-0.22500662073643593
NDUFB10,resistance,-0.2730621103846761,-0.1706685954577063
NDUFB10,terbutaline,-0.013401097212750393,-0.2304025913224413
NDUFB11,resistance,-0.35447190268364004,-0.06446369504573513
NDUFB11,terbutaline,-0.0816205912451641,-0.20779594707602791
NDUFB3,resistance,-0.4122311389212519,-0.18888325236981762
NDUFB3,terbutaline,-0.20042650236326887,-0.28592981619753166
NDUFB4,resistance,-0.4993746141147213,-0.1428033539158995
NDUFB4,terbutaline,-0.022776199486193933,-0.15482432585800496
NDUFB5,resistance,-0.43194948223920626,-0.21158235163862482
NDUFB5,terbutaline,-0.08321500985670702,-0.19648426556087792
NDUFB6,resistance,-0.2895667924606912,-0.12990894092397842
NDUFB6,terbutaline,-0.21651192554505996,-0.1665321616504419
NDUFB7,resistance,-0.2615463172078241,-0.0410261986491578
NDUFB7,terbutaline,-0.31270396436009934,-0.26271763929178177
NDUFB8,resistance,-0.3966028813421154,-0.27921625481080037
NDUFB8,terbutaline,-0.10793701751644669,-0.3280268666710057
NDUFB9,resistance,-0.33413785093145776,-0.17946566591067636
NDUFB9,terbutaline,-0.2831019449244121,-0.3404714086813187
NDUFC1,resistance,-0.49070225335935064,-0.14462132509849956
NDUFC1,terbutaline,-0.11134336681098393,-0.21519765527459225
NDUFC2,resistance,-0.3996263773274854,-0.12975730390829776
NDUFC2,terbutaline,-0.1714267695667283,-0.08820510135968733
NDUFS1,resistance,-0.39746633713176394,-0.16541370886425621
NDUFS1,terbutaline,-0.10310609005473709,-0.28398365353071736
NDUFS2,resistance,-0.3142939006239196,-0.033233466589583704
NDUFS2,terbutaline,-0.15195286245312792,-0.2813836112173032
NDUFS3,resistance,-0.3456323543723787,-0.1373030599175722
NDUFS3,terbutaline,-0.1287240389171208,-0.2688918112858829
NDUFS4,resistance,-0.3793752085092044,-0.18536914876044075
NDUFS4,terbutaline,-0.23294516213791241,-0.2359488937408177
NDUFS5,resistance,-0.338842062050196,-0.15004038922727525
NDUFS5,terbutaline,-0.19106503845319472,-0.2787424903089595
NDUFS6,resistance,-0.22578041625378883,-0.08645936002696408
NDUFS6,terbutaline,-0.20359067416397963,-0.403236081421469
NDUFS7,resistance,-0.3913372617655581,-0.004851928269465899
NDUFS7,terbutaline,-0.022537762456806557,-0.22717849204184434
NDUFS8,resistance,-0.3179505112228916,-0.15738741979978355
NDUFS8,terbutaline,-0.1694612572906791,-0.1212939052231546
NDUFV1,resistance,-0.414099507907455,-0.09230830371155307
NDUFV1,terbutaline,-0.11004933023013527,-0.2881501491223532
NDUFV2,resistance,-0.38322104718815403,-0.1765095780126642
NDUFV2,terbutaline,-0.1237326650704109,-0.3171393208695951
NDUFV3,resistance,-0.18851125928624818,-0.2688655225134413
NDUFV3,terbutaline,-0.1419224827819661,-0.42159494922522506
NEB,resistance,-0.05922420803395718,-0.5163558409221416
NEB,terbutaline,-0.1469483475086682,-0.11793031214037371
NEDD4,resistance,0.23704636951832883,-0.4904187524785549
NEDD4,terbutaline,1.161828398437871,-0.1362151152028905
NEDD8,resistance,-0.16105284921672056,0.13704192864315679
NEDD8,terbutaline,-0.005838701566178683,-0.05328465464816127
NEK7,resistance,-0.32527783886528894,0.011594891038593236
NEK7,terbutaline,0.17633863074454992,0.020667695939117287
NEK9,resistance,0.004430796588544997,0.34159003164732127
NEK9,terbutaline,0.10985219196216903,0.1861488145034107
NES,resistance,0.405463728199251,1.2233416751564425
NES,terbutaline,0.32970598396813244,0.7569342192093759
NEXN,resistance,0.10815281910928119,0.566224895906271
NEXN,terbutaline,0.14060230022853754,0.06353189559918097
NFS1,resistance,0.1594796257116764,0.3345806481798166
NFS1,terbutaline,-0.13007647621994312,-0.34914821711267957
NFU1,resistance,-0.2132615813226482,-0.025437814464752462
NFU1,terbutaline,-0.17915020784431002,-0.2694920166548192
NGLY1,resistance,-0.1207053717655775,-0.3773086720995448
NGLY1,terbutaline,-0.09391134354551024,-0.01094442185292342
NHLRC2,resistance,0.16725279824092912,0.27417693832288137
NHLRC2,terbutaline,0.1597139720168726,0.11576342277891823
NID1,resistance,-0.10038784953905124,-0.012019360026790604
NID1,terbutaline,-0.024911488003523274,-0.011739854007131179
NID2,resistance,-0.08089332095694982,0.18153188484717786
NID2,terbutaline,0.14721913613322357,-0.02902145279304073
NIF3L1,resistance,-0.1908270787102117,-0.015879345511468967
NIF3L1,terbutaline,0.01732394444497965,-0.1612018758637602
NIPSNAP3A,resistance,0.5951474517412532,0.2971544199070963
NIPSNAP3A,terbutaline,-0.0016063225347011858,0.09393588935440267
NIPSNAP3B,resistance,-0.34568886034386054,-0.19133250463185125
NIPSNAP3B,terbutaline,-0.2328911691508656,-0.23903097409833896
NIT1,resistance,-0.09313162731748673,0.06700890509845436
NIT1,terbutaline,0.03135675230237553,0.009674194234926622
NIT2,resistance,-0.0299725972538771,3.906053866991055e-4
NIT2,terbutaline,-0.07280918688170547,0.021938694150743714
NLN,resistance,-0.01939816300707875,0.0775434731412108
NLN,terbutaline,0.20173672249496447,0.15316412238789182
NLRX1,resistance,-0.23136392209472487,-0.2553935919685748
NLRX1,terbutaline,-0.008606949874571335,-0.09948447842958934
NME1,resistance,0.13822282587900908,0.15688316155228033
NME1,terbutaline,0.09795764753362644,0.2251744463031248
NME2,resistance,0.08823962383140962,0.11375786225528506
NME2,terbutaline,0.015269488125976402,0.0942259853137631
NNT,resistance,-0.22608121476891668,-0.2154168215758938
NNT,terbutaline,-0.24912784242598748,-0.2625558133331756
NOL3,resistance,-0.09229780696295263,-0.10007076350533128
NOL3,terbutaline,0.043052498507145,-0.07271816177284689
NOMO3,resistance,-0.06826890840871584,0.00650672168890587
NOMO3,terbutaline,0.34649645179676725,0.27808514814561525
NOS1,resistance,-0.5033310781775775,0.09585668965938154
NOS1,terbutaline,0.2453879460886438,-0.2457762753048877
NPEPL1,resistance,-0.17381773098657735,0.3244367574612874
NPEPL1,terbutaline,-0.05534606788758668,0.17544089993867
NPEPPS,resistance,-0.14227426901725795,-0.07920199285576301
NPEPPS,terbutaline,0.13820495033085647,-0.009474455686765046
NPLOC4,resistance,-0.14819392062544345,0.0020065742286903276
NPLOC4,terbutaline,0.03511448466799704,0.16443032828437185
NPM1,resistance,0.33746049264027356,-0.09539141011602825
NPM1,terbutaline,0.12075598715809613,0.10053151970122871
NQO2,resistance,-0.1770308219963714,-0.09601675123324194
NQO2,terbutaline,-0.08247197083538961,-0.010470252085146736
NRAP,resistance,0.14857804654741485,0.7727197423963355
NRAP,terbutaline,-0.07671963697851449,1.9427386846245415e-4
NRBP1,resistance,-0.04859745100752809,0.009983454548892157
NRBP1,terbutaline,-0.0767189650352855,0.1930231578104061
NRD1,resistance,0.16698498832020597,0.2823685649583343
NRD1,terbutaline,0.018515588514903477,-0.14484717755142817
NSF,resistance,0.19332187090143677,0.09764898915169762
NSF,terbutaline,0.2411078555751726,0.28613518281980904
NSFL1C,resistance,-0.049752206337533265,-0.016657668246065294
NSFL1C,terbutaline,0.09579048211830983,0.10754580161348921
NSUN2,resistance,-0.02432527007683083,-0.1150190157728715
NSUN2,terbutaline,-0.14053773130543337,0.1039508057939913
NT5C,resistance,-0.02519812031480357,-0.3373811299573851
NT5C,terbutaline,-0.05967862609265021,-0.2687190758162517
NT5C1A,resistance,-0.29678225903649064,0.008602264846155006
NT5C1A,terbutaline,0.17366820225758473,-0.4467257343287418
NT5C3A,resistance,-0.24182144124213728,-0.04708306216164049
NT5C3A,terbutaline,-0.03496813602805423,-0.08213937270554439
NT5DC1,resistance,0.14756343225959986,0.03617843428365286
NT5DC1,terbutaline,-0.0698251960644777,0.07461296136555634
NTMT1,resistance,-0.04212231639092907,0.37305457667147235
NTMT1,terbutaline,0.08994043221904655,-0.010003224313323678
NUCB1,resistance,0.3560507464506915,-0.5383765558298523
NUCB1,terbutaline,0.0019226009782968845,0.07231600012451327
NUDC,resistance,0.13382262348055107,0.14433918814366953
NUDC,terbutaline,0.04201550515572299,0.045336195938391256
NUDCD2,resistance,0.1103777869440185,0.013084455386123572
NUDCD2,terbutaline,0.07321565690013433,0.05435905452365949
NUDT2,resistance,-0.0475085775544013,-0.18865986291412304
NUDT2,terbutaline,-0.22361643900617328,-0.1986444150647376
NUDT5,resistance,0.37868287195629896,-0.5257679910756919
NUDT5,terbutaline,0.13527931552837785,0.46427165428969924
NUDT9,resistance,-0.16776522281381798,0.01492712508198668
NUDT9,terbutaline,-0.021560699158762978,-0.15705917079632048
NUP43,resistance,-0.1844863653683537,-0.21938577871298004
NUP43,terbutaline,0.22322014551634872,-0.07096967724224043
NUP62,resistance,0.2374606882424301,-0.2937074233101653
NUP62,terbutaline,0.08755648611607159,-0.0869812929686038
NUTF2,resistance,-0.030663650250381074,0.05948727450734115
NUTF2,terbutaline,-0.20326465262532467,-0.082205834944439
NXN,resistance,-0.008097378532357067,-0.06156113424067766
NXN,terbutaline,0.28062005211315577,0.019748251200774575
OBSCN,resistance,0.0888158392134952,-0.09898392944922318
OBSCN,terbutaline,-0.09564084675385368,0.02882258116169319
OCIAD1,resistance,-0.3222830271228041,-0.0786354590686753
OCIAD1,terbutaline,0.04923285559681973,-0.04103474334059465
OGDH,resistance,-0.2679753881085628,-0.05104331938450857
OGDH,terbutaline,-0.1137468247805328,-0.23109565603359736
OGN,resistance,-0.390865665188406,0.1926562202678277
OGN,terbutaline,0.31202294173441625,-0.025081083936293897
OLA1,resistance,-0.027415354746118985,0.07569901392094436
OLA1,terbutaline,0.20508082391403135,0.12794787369407676
OPA1,resistance,-0.1499121982441794,0.09710298276095108
OPA1,terbutaline,-0.09873641576695405,-0.12265569923506907
OPLAH,resistance,-0.2007220009174997,-0.17757170493822483
