protein,sample,abundance,time,intervention,fiber_type,id,keywords,gobp,gocc,gomf,mito
MYH6,s_64,12.2261268921757,post,terbutaline,II,tin07,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_56,12.688818124333404,post,terbutaline,II,tin05,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_73,19.119249332747113,pre,terbutaline,I,tin13,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_32,13.630920308288594,post,resistance,II,tyr19,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_43,18.94773914969178,post,terbutaline,I,tin01,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_81,19.069998650073224,pre,terbutaline,I,tin17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_44,12.33829680845503,post,terbutaline,II,tin01,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_35,18.876700349914344,post,resistance,I,tyr20,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_78,12.02881474021009,pre,terbutaline,II,tin15,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_91,18.482700735210727,post,terbutaline,I,tin22,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_49,19.052402141609498,pre,terbutaline,I,tin03,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_88,15.43904832371088,post,terbutaline,II,tin18,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_80,13.76395248062905,post,terbutaline,II,tin15,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_27,18.888695079978422,post,resistance,I,tyr17,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_71,19.192674337034347,post,terbutaline,I,tin12,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_12,14.974404919146082,post,resistance,II,tyr08,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_14,14.346299592411967,pre,resistance,II,tyr10,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
MYH6,s_42,12.539099379280847,pre,terbutaline,II,tin01,Actin-binding;ATP-binding;Atrial septal defect;Calmodulin-binding;Cardiomyopathy;Coiled coil;Cytoplasm;Disease variant;Methylation;Motor protein;Muscle protein;Myosin;Nucleotide-binding;Phosphoprotein;Reference proteome;Thick filament,adult heart development [GO:0007512]; ATP metabolic process [GO:0046034]; atrial cardiac muscle tissue morphogenesis [GO:0055009]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy in response to stress [GO:0014898]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; myofibril assembly [GO:0030239]; regulation of ATP-dependent activity [GO:0043462]; regulation of blood pressure [GO:0008217]; regulation of heart contraction [GO:0008016]; regulation of heart growth [GO:0060420]; regulation of heart rate [GO:0002027]; regulation of the force of heart contraction [GO:0002026]; sarcomere organization [GO:0045214]; striated muscle contraction [GO:0006941]; ventricular cardiac muscle tissue morphogenesis [GO:0055010]; visceral muscle development [GO:0007522],cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; myofibril [GO:0030016]; myosin complex [GO:0016459]; myosin filament [GO:0032982]; myosin II complex [GO:0016460]; sarcomere [GO:0030017]; stress fiber [GO:0001725]; Z disc [GO:0030018],actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; microfilament motor activity [GO:0000146]; myosin phosphatase activity [GO:0017018]; protein kinase binding [GO:0019901],NA
