Cluster,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
res_i,GO:0016197,endosomal transport,62,0.46193527042584626,1.6208047632407696,0.004464444028049405,0.022373772611702564,0.015064174816901848,406,"tags=35%, list=19%, signal=30%",CORO1C/EZR/STX12/FLNA/ARL8B/VPS29/MSN/STAM/CLTC/DYNC1LI1/EHD1/RAB11B/SNX1/RAB5A/VAMP3/RAB35/MAP2K1/SPAG9/CHMP4B/VPS26A/LAMTOR1/VPS35
res_i,GO:0050851,antigen receptor-mediated signaling pathway,29,0.5691674269739029,1.734207287405509,0.004488363056423463,0.022441815282117313,0.015109987684491307,534,"tags=59%, list=25%, signal=44%",IGHA1/THY1/LGALS3/IGKC/EZR/HRAS/IGHM/IGHG2/IGHG1/BAX/EIF2B2/IGHG3/MAPK1/CD2AP/KHDRBS1/RPS3/EIF2B5
res_i,GO:0006259,DNA metabolic process,98,0.41616824764499627,1.5758342369890506,0.004517594627492004,0.02253604676243138,0.015173433376791052,627,"tags=48%, list=30%, signal=35%",S100A11/HMGB2/ACTB/ACTR2/POLDIP2/SET/TIGAR/HNRNPC/PCNA/HNRNPU/APEX1/SUB1/PRMT1/RAD23B/BAX/CTNNB1/NPM1/CCT5/HMGB1/SFPQ/RBBP7/HNRNPA2B1/UBE2V1/HNRNPA1/XRCC6/ENY2/ANXA3/CNBP/CCT2/MAPK1/OTUB1/HNRNPD/CCT8/TCP1/CCT3/CDC42/RPS3/CCT4/HSP90AB1/PTGES3/HSP90AA1/CCT7/DDX1/CCT6A/DHX9/PRKDC/PTMS
res_i,GO:0007599,hemostasis,48,0.5043457896827587,1.709879323044051,0.004589819135064224,0.022791550396085505,0.01534546298800227,478,"tags=50%, list=23%, signal=40%",CTSG/CLIC1/ACTB/MYH9/PPIA/MAPK14/PDIA3/FLNA/CD9/ANXA2/FGG/FGB/APOH/SERPING1/HSPB1/F13A1/FGA/SERPINA1/PLG/KRT1/LMAN1/SERPINC1/KNG1/CSRP1
res_i,GO:0051656,establishment of organelle localization,75,0.4452246456810671,1.604075676284876,0.00458797855570403,0.022791550396085505,0.01534546298800227,513,"tags=36%, list=24%, signal=28%",S100A13/LMNB1/ACTN4/EZR/COPG1/MYH9/CFL1/EIF6/YWHAZ/STAM/HNRNPU/RAB11B/LAMP1/DYNC1H1/MAPRE1/SNAP29/CTNNB1/NPM1/PDCD6IP/CHMP4B/UCHL1/TMED10/NUP62/TFG/CDC42/DCTN2/RAB6A
res_i,GO:0030336,negative regulation of cell migration,40,0.5144028452329555,1.6730107045081617,0.004611829970912544,0.022796517168292077,0.015348807096575021,347,"tags=38%, list=16%, signal=32%",CORO1C/THY1/APOD/KRT16/ARHGDIB/SERPINB1/CSNK2B/JUP/CALR/RAC1/MIF/APOH/DNAJA4/HMGB1/RBBP7
res_i,GO:0031333,negative regulation of protein-containing complex assembly,40,0.5141649918961194,1.6722371256247681,0.004611829970912544,0.022796517168292077,0.015348807096575021,406,"tags=40%, list=19%, signal=33%",TUBB4A/TMSB4X/TMSB10/GSN/CAPZA1/DDX3X/PFN1/RPL13A/LAMP2/FLII/CLU/MAPRE1/SPTAN1/HMGB1/FKBP4/VPS35
res_i,GO:0016055,Wnt signaling pathway,41,0.502756797014345,1.6452029933272667,0.004623578785568695,0.022802649919736517,0.015352936254472127,527,"tags=39%, list=25%, signal=30%",MAPK14/DDX3X/PRKAA1/CSNK2B/JUP/RAC1/RAB5A/G3BP1/CTNNB1/PPM1A/LRRFIP2/CCAR2/VPS35/RHOA/CDC42/RPS12
res_i,GO:0090174,organelle membrane fusion,23,0.5892833482239567,1.704034080266348,0.004667232789968303,0.022913789941699587,0.015427766402657788,376,"tags=39%, list=18%, signal=33%",ANXA1/STX12/ARL8B/ANXA2/SNAP29/VAMP3/STX7/CHMP4B/TBC1D4
res_i,GO:0071396,cellular response to lipid,65,0.45650503486157185,1.6056378990094842,0.004657843668323264,0.022913789941699587,0.015427766402657788,592,"tags=45%, list=28%, signal=33%",DEFA1/ANXA1/CTSG/LTF/VIM/HMGB2/MAPK14/MSN/PRKAA1/CALR/HNRNPU/MIF/AKR1C2/AKR1C3/HMGB1/FKBP4/AQP1/ATP1A1/ALDH1A2/SERPINF1/MAPK1/HNRNPD/RHOA/RWDD1/PTGES3/PADI2/YWHAH/UFM1/UBE3A
res_i,GO:0043484,regulation of RNA splicing,37,0.5357179998208648,1.7169585509200163,0.004771829590176548,0.023374424854815147,0.015737910113259,535,"tags=57%, list=25%, signal=43%",SRSF7/PTBP1/SRSF1/SRSF3/HNRNPU/U2AF2/HNRNPH1/SMU1/HNRNPF/HNRNPA2B1/MAGOH/RPS13/HNRNPL/WDR77/HNRNPA1/AHNAK/RBMX/ENY2/NCL/KHDRBS1/HNRNPK
res_i,GO:0002263,cell activation involved in immune response,20,0.6335733670991552,1.7831261312666384,0.004836289988789463,0.02358370623746772,0.015878818461123063,254,"tags=35%, list=12%, signal=31%",ANXA1/LCP1/LGALS3/S100A13/IL18/RPS6/LAMP1
res_i,GO:0002366,leukocyte activation involved in immune response,20,0.6335733670991552,1.7831261312666384,0.004836289988789463,0.02358370623746772,0.015878818461123063,254,"tags=35%, list=12%, signal=31%",ANXA1/LCP1/LGALS3/S100A13/IL18/RPS6/LAMP1
res_i,GO:0043549,regulation of kinase activity,71,0.45710355940661435,1.6361196192992316,0.0048508296040205975,0.02360157004646793,0.01589084609483264,515,"tags=38%, list=24%, signal=30%",LTF/CORO1C/THY1/FBN1/ACTB/SERPINB3/IQGAP1/HRAS/PPIA/DDX3X/TIGAR/MVP/TPD52L1/HNRNPU/MIF/NPM1/MAP2K1/HSPB1/DEPTOR/XRCC6/CALM1/UCHL1/ERP29/RAP1A/RHOA/NUP62/RPS3
res_i,GO:1903900,regulation of viral life cycle,25,0.5754326676587315,1.705979742184519,0.004876948538759121,0.023675566731783653,0.015940667777693773,221,"tags=28%, list=10%, signal=25%",LTF/GSN/PPIA/DDX3X/P4HB/CSNK2B/PDE12
res_i,GO:0046907,intracellular transport,265,0.34207649098776316,1.4180133791574538,0.004934375827752275,0.023900882915675083,0.01609237229539511,532,"tags=32%, list=25%, signal=27%",LCP1/CORO1C/TUBA1B/LMNB1/CTSA/ACTR2/ACTN4/EZR/STX12/APOD/LMAN2L/COPG1/MAPK14/FLNA/DYNC1I2/AP1B1/EIF6/ANP32A/ARL8B/CLTB/VPS29/ALYREF/MSN/ANXA2/P4HB/STAM/HSP90B1/NSUN2/COPB2/JUP/CLTC/LAMP2/CLU/RAB5C/SRSF3/CALR/HNRNPU/DYNC1LI1/EHD1/SEC31A/RAB11B/LAMP1/DYNC1H1/TMED7/AP2A1/SNX1/RAB5A/TUBB/VAMP3/STX7/PPM1A/NPM1/RAB35/CTTN/MAP2K1/COPZ1/HSPB1/SPAG9/CHMP4B/HNRNPA2B1/MAGOH/TXN/VPS26A/LAMTOR1/HNRNPA1/VPS35/ENY2/DDX39B/UCHL1/MAPK1/ERP29/SEC24C/LMAN1/HSPA5/RANGAP1/TMED10/COPA/KHDRBS1/NUP62/TFG/CDC42/RAB6A/RANBP1/HSPA4/SEC22B
res_i,GO:0042398,cellular modified amino acid biosynthetic process,16,-0.5828299178514172,-1.8595281318486665,0.0049745895759981265,0.024042003073309434,0.01618738795331239,483,"tags=56%, list=23%, signal=44%",SLC27A1/ALDH9A1/ACADM/CKM/CKMT2/HAGH/GAMT/CKB/TMLHE
res_i,GO:0010595,positive regulation of endothelial cell migration,13,0.6916186275396072,1.7447341483847583,0.00499635648110888,0.024093541253347263,0.016222088411179243,450,"tags=62%, list=21%, signal=49%",ANXA1/TMSB4X/CALR/RAC1/HMGB1/HSPB1/ANXA3/PLG
res_i,GO:1904356,regulation of telomere maintenance via telomere lengthening,18,0.634780488784185,1.749697731793322,0.005085806655091291,0.024470510956869404,0.01647590065880899,597,"tags=89%, list=28%, signal=64%",HNRNPC/HNRNPU/CTNNB1/CCT5/HNRNPA2B1/HNRNPA1/CCT2/HNRNPD/CCT8/TCP1/CCT3/CCT4/PTGES3/HSP90AA1/CCT7/CCT6A
res_i,GO:0070585,protein localization to mitochondrion,43,-0.4153097728177831,-1.7192622864820026,0.005107932442173903,0.02452259601663135,0.01651096932868509,698,"tags=63%, list=33%, signal=43%",TIMM13/TOMM40/NPEPPS/HK1/DNM1L/TIMM10/GRPEL1/TIMM21/TIMM8A/MFN2/HTRA2/TIMM8B/TIMM9/HSPD1/AGK/FIS1/MTX1/TIMM44/AIFM1/PAM16/MAVS/MTX2/TMEM126A/SAMM50/NDUFA13/TIMM50/TIMM22
res_i,GO:0010833,telomere maintenance via telomere lengthening,20,0.6313854209136609,1.7769683850295723,0.005146637279466829,0.024653869528571785,0.016599355278029415,597,"tags=85%, list=28%, signal=62%",HNRNPC/HNRNPU/CTNNB1/CCT5/HNRNPA2B1/HNRNPA1/CCT2/HNRNPD/CCT8/TCP1/CCT3/CCT4/HSP90AB1/PTGES3/HSP90AA1/CCT7/CCT6A
res_i,GO:0050878,regulation of body fluid levels,57,0.47307034400640885,1.634262831505157,0.005200612350935749,0.024857552426278795,0.016736494187569718,484,"tags=47%, list=23%, signal=38%",CTSG/CLIC1/ACTB/MYH9/PPIA/MAPK14/PDIA3/FLNA/CD9/ANXA2/GNAI2/FGG/FGB/APOH/SERPING1/HSPB1/F13A1/FGA/AQP1/SERPINA1/PLG/KRT1/LMAN1/SERPINC1/KNG1/CSRP1/COPA
res_i,GO:0010951,negative regulation of endopeptidase activity,29,0.56455379146292906,1.7201499117628047,0.005274656140862381,0.02515605236411289,0.016937473044573707,481,"tags=48%, list=23%, signal=38%",LTF/CD44/SERPINH1/SERPINB3/SERPINB1/DDX3X/CAST/SERPINA7/SERPING1/AQP1/LAMTOR5/SERPINF1/SERPINA1/DNAJB6
res_i,GO:0097190,apoptotic signaling pathway,101,0.40495956113404724,1.5323455930453669,0.005382452556505564,0.02561386413951113,0.017245715947437037,372,"tags=29%, list=18%, signal=25%",S100A8/CD44/LGALS3/CTSC/HMGB2/S100A9/HRAS/PEA15/PPIA/PDIA3/PSME3/DDX3X/P4HB/CLU/TPD52L1/RPS27L/GNAI2/FGG/FGB/MIF/BAX/CTNNB1/CCAR2/CTTN/SFPQ/UBQLN1/HSPB1/DEPTOR/FGA
res_i,GO:0071621,granulocyte chemotaxis,17,0.6362519650249433,1.7202757856687119,0.005492115088772746,0.026078533353691157,0.01755857593738701,121,"tags=41%, list=6%, signal=39%",ANXA1/S100A8/LGALS3/PPIB/S100A9/S100A7/PPIA
res_i,GO:1902679,negative regulation of RNA biosynthetic process,96,0.41174782604385873,1.545879349598592,0.005527871427470824,0.026191006545003684,0.017634303703354413,494,"tags=33%, list=23%, signal=27%",CREG1/HMGB2/ANKRD2/YWHAQ/EZR/FLNA/YBX1/YWHAZ/SET/RPL10/CALR/PCNA/HNRNPU/APEX1/CTNNB1/PPM1A/CCAR2/HMGB1/SFPQ/CBX3/RBBP7/HNRNPA2B1/TXN/HNRNPL/XRCC6/CNBP/ASAH1/PA2G4/PSMC5/DNAJB6/PPID/KHDRBS1
res_i,GO:0030098,lymphocyte differentiation,24,0.5950617735720911,1.7436653994801048,0.00556020807933265,0.026227800681715176,0.01765907705370879,405,"tags=46%, list=19%, signal=37%",ANXA1/ACTB/IL18/TPD52/IGHM/RPS6/RPL22/BAX/CTNNB1/HMGB1/XRCC6
res_i,GO:0051216,cartilage development,14,0.6699743969081028,1.7369322636078082,0.005571896826852856,0.026227800681715176,0.01765907705370879,356,"tags=57%, list=17%, signal=48%",CD44/SERPINH1/MUSTN1/MAPK14/BGN/ECM1/CTNNB1/GLG1
res_i,GO:1903047,mitotic cell cycle process,103,0.4130577580382895,1.5649202028922524,0.005555575240998529,0.026227800681715176,0.01765907705370879,712,"tags=48%, list=34%, signal=33%",ANXA1/ACTB/IQGAP1/FLNA/PSME3/CFL1/POLDIP2/DDX3X/CLTC/TPD52L1/RPS6/RPL24/PCNA/RPS27L/HNRNPU/DYNC1LI1/TOM1L2/NES/DYNC1H1/PSME2/MAPRE1/RAB35/PDCD6IP/CHMP4B/CALM1/PSME1/GSPT1/KHDRBS1/RHOA/NUP62/CDC42/DCTN2/CKAP5/RANBP1/CDK5RAP3/PPP2CA/KPNB1/PRKDC/TTN/PPP6C/SNX9/VCP/DCTN1/PPP3CA/DYNLT1/SPTBN1/PAFAH1B1/RBM38/NUDC
res_i,GO:2000278,regulation of DNA biosynthetic process,19,0.6275494928515146,1.746629130985887,0.005658019491614812,0.026575546096978663,0.017893212700754977,597,"tags=84%, list=28%, signal=61%",HNRNPC/PCNA/HNRNPU/CTNNB1/CCT5/HNRNPA1/CCT2/HNRNPD/CCT8/TCP1/CCT3/CCT4/PTGES3/HSP90AA1/CCT7/CCT6A
res_i,GO:0071216,cellular response to biotic stimulus,21,0.6293655612979918,1.7802883302091965,0.005849331386211207,0.027392232681757923,0.018443084628804268,168,"tags=33%, list=8%, signal=31%",DEFA1/CTSG/LTF/VIM/HMGB2/MAPK14/TIGAR
res_i,GO:0002694,regulation of leukocyte activation,45,0.497977890744187,1.6644226690114992,0.005857140997389713,0.027392232681757923,0.018443084628804268,405,"tags=33%, list=19%, signal=28%",ANXA1/CTSG/THY1/ARG1/LGALS3/CTSC/ACTB/IL18/PRKAA1/HSPH1/MIF/CTNNB1/HMGB1/FN1/XRCC6
res_i,GO:0051052,regulation of DNA metabolic process,63,0.4629820490391952,1.6278318068361997,0.005871906927318729,0.027402232327487404,0.018449817351711143,613,"tags=56%, list=29%, signal=41%",S100A11/ACTB/ACTR2/TIGAR/HNRNPC/PCNA/HNRNPU/SUB1/PRMT1/BAX/CTNNB1/NPM1/CCT5/HMGB1/HNRNPA2B1/UBE2V1/HNRNPA1/ENY2/ANXA3/CCT2/MAPK1/OTUB1/HNRNPD/CCT8/TCP1/CCT3/CDC42/RPS3/CCT4/PTGES3/HSP90AA1/CCT7/CCT6A/DHX9/PRKDC
res_i,GO:0034654,nucleobase-containing compound biosynthetic process,441,0.31364822435904766,1.3255371404734795,0.006034349009760843,0.02809986556047431,0.0189195311171178,604,"tags=37%, list=29%, signal=33%",CREG1/LTF/S100A8/RHOG/LGALS3/TMSB4X/HMGB2/ACTN1/ANKRD2/SRSF7/AMPD3/NAMPT/YWHAQ/ACTB/ACTR2/ACTN4/S100A9/EZR/HRAS/HPRT1/HNRNPA0/IL18/PTBP1/PPIA/TECR/MAPK14/FLNA/YBX1/RPS21/RPL27/POLDIP2/EIF6/YWHAZ/DDX3X/PFN1/RPS25/SET/RPS28/ALYREF/ANXA2/PRKAA1/RPL10/NSUN2/SRSF1/JUP/ANXA4/RPS17/HNRNPC/HEXB/CLU/SRSF3/PDE12/RPS6/CALR/RPS8/NANS/PCNA/HNRNPU/APEX1/RPS27/SUB1/ECM1/U2AF2/CSRP3/PRMT1/HNRNPH1/TNNI2/S100A10/CTNNB1/RPS24/LMO7/PPM1A/LRRFIP2/CCAR2/NPM1/CCT5/CRK/SMU1/HMGB1/MAP2K1/SFPQ/CBX3/HNRNPF/RBBP7/HNRNPA3/HNRNPA2B1/MAGOH/TF/CMPK1/RPS13/TXN/FUBP1/UBE2V1/HNRNPL/WDR77/HNRNPA1/FBL/XRCC6/LAMTOR5/RPS19/HNRNPUL2/RPS16/AHNAK/RBMX/ENY2/SETD7/NAGK/DCAF6/ANXA3/DDX39B/RPL7A/CNBP/EFTUD2/RPL7/ASAH1/NCL/CCT2/PA2G4/MAPK1/CAND1/PSMC5/HNRNPD/HSPA5/DNAJB6/CCT8/PPID/KHDRBS1/RPL5/RHOA/NUP62/TCP1/CCT3/EEF1D/HNRNPAB/TAF15/RPS3/CCT4/HSP90AB1/SYNCRIP/HNRNPK/RPS14/RPL11/RWDD1/FAM98A/PAICS/RAP2C/HSD17B12/PTGES3/HSP90AA1/HNRNPM/PADI2/YWHAH/HP1BP3/PCBP1/CCT7/SSB/DDX1/UBE3A/CCT6A/CDK5RAP3/DHX9/ATP6V1A/PRPSAP1
res_i,GO:0010638,positive regulation of organelle organization,97,0.410202853779914,1.5481079863106413,0.006050030937605632,0.02811256345739662,0.018928080562147228,611,"tags=44%, list=29%, signal=33%",ANXA1/LCP1/ARPC2/GSN/FLNA/PFN1/MSN/ANXA2/DSTN/RAC1/NES/DYNC1H1/MAPRE1/BAX/G3BP1/S100A10/CTNNB1/APOA1/CCT5/CTTN/PDCD6IP/HNRNPA2B1/HNRNPA1/VPS35/CCT2/MAPK1/LMAN1/HNRNPD/CCT8/RHOA/NUP62/TCP1/CCT3/CDC42/RPS3/CKAP5/CCT4/PTGES3/HSP90AA1/CCT7/CAPRIN1/CCT6A/CLIP1
res_i,GO:0071346,cellular response to type II interferon,22,0.5779011298328093,1.6444638050406222,0.006203041664638002,0.02876196669287279,0.019365321256224803,529,"tags=59%, list=25%, signal=45%",ARG1/VIM/ACTR2/GSN/RPL13A/HPX/PDE12/VAMP3/ZYX/FLNB/CALM1/CDC42/SYNCRIP
res_i,GO:0035239,tube morphogenesis,86,0.4239128483653392,1.5675654952343394,0.006217116667085017,0.02876576368352769,0.019367877755389982,560,"tags=43%, list=26%, signal=33%",ANXA1/TYMP/THY1/APOD/IL18/S100A7/MYH9/MAPK14/FLNA/LRG1/YWHAZ/PFN1/ANXA2/CSNK2B/JUP/CTSZ/ECM1/BAX/GLUL/CTNNB1/APOH/IGFBP7/HSPB1/FN1/AQP1/ANXA3/SERPINF1/NCL/KRT1/CD93/RAP1A/RHOA/COL18A1/CDC42/C3/PDCL3/RNH1
res_i,GO:0072655,establishment of protein localization to mitochondrion,41,-0.39970022399572086,-1.6693750674859409,0.006336964094876242,0.029133923910765774,0.01961575861661067,698,"tags=78%, list=33%, signal=53%",PMPCA/SH3GLB1/HUWE1/PITRM1/UBE2D3/BCAP31/MTCH2/TIMM13/TOMM40/NPEPPS/HK1/TIMM10/GRPEL1/TIMM21/TIMM8A/MFN2/HTRA2/TIMM8B/TIMM9/HSPD1/AGK/FIS1/MTX1/TIMM44/AIFM1/PAM16/MTX2/TMEM126A/SAMM50/NDUFA13/TIMM50/TIMM22
res_i,GO:2001236,regulation of extrinsic apoptotic signaling pathway,27,0.5553442988251808,1.664069182010522,0.006327594089549529,0.029133923910765774,0.01961575861661067,372,"tags=41%, list=18%, signal=34%",LGALS3/HMGB2/PEA15/PDIA3/PSME3/DDX3X/FGG/FGB/CTTN/DEPTOR/FGA
res_i,GO:0045859,regulation of protein kinase activity,63,0.46137165976716804,1.6221697236434847,0.006313395660653957,0.029133923910765774,0.01961575861661067,603,"tags=46%, list=29%, signal=34%",LTF/CORO1C/THY1/FBN1/ACTB/SERPINB3/IQGAP1/HRAS/PPIA/DDX3X/MVP/TPD52L1/MIF/NPM1/MAP2K1/HSPB1/DEPTOR/XRCC6/CALM1/UCHL1/ERP29/RAP1A/RHOA/NUP62/RPS3/RAP2C/HSP90AA1/CDK5RAP3/PPP2CA
res_i,GO:0042181,ketone biosynthetic process,14,-0.58282808334233,-1.7799927615486768,0.006375856383829497,0.029250757617145896,0.01969442230055712,361,"tags=64%, list=17%, signal=54%",PRKG1/TPI1/NDUFA9/RTN4IP1/H6PD/COQ6/COQ3/COQ9/COQ7
res_i,GO:1902903,regulation of supramolecular fiber organization,86,0.42254849826308877,1.5625203352398869,0.006470872693624836,0.029595302067531255,0.019926402750295117,329,"tags=23%, list=16%, signal=20%",TUBB4A/ARPC5/TMSB4X/ARPC5L/ARPC2/ARPC3/TMSB10/GSN/FLNA/CAPZA1/PFN1/DSTN/FLII/CLU/RAC1/MAPRE1/S100A10/SPTAN1/APOA1/CTTN
res_i,GO:0045892,negative regulation of DNA-templated transcription,95,0.41387132952731776,1.5496291716883002,0.0064782343235379476,0.029595302067531255,0.019926402750295117,536,"tags=36%, list=25%, signal=28%",CREG1/HMGB2/ANKRD2/YWHAQ/EZR/FLNA/YBX1/YWHAZ/SET/RPL10/CALR/PCNA/HNRNPU/APEX1/CTNNB1/PPM1A/CCAR2/HMGB1/SFPQ/CBX3/RBBP7/HNRNPA2B1/TXN/HNRNPL/XRCC6/CNBP/ASAH1/PA2G4/PSMC5/DNAJB6/PPID/KHDRBS1/HNRNPK/RPS14
res_i,GO:0070925,organelle assembly,173,0.36364056412749124,1.455772893841465,0.006631726714998496,0.030232871788963733,0.02035567598500202,366,"tags=23%, list=17%, signal=21%",LCP1/MYBPH/ACTR2/DBNL/EZR/ACTC1/STX12/GSN/FLNA/AP1B1/POLDIP2/EIF6/CTSD/ARL8B/DDX3X/RPS28/MSN/STAM/PRKAA1/FLII/RPS5/RPL24/RPS27L/HNRNPU/RPS27/EHD1/MYH3/DYNC1H1/CSRP3/RAB5A/TUBB/MAPRE1/SNAP29/G3BP1/STX7/NPM1/CRK/PDCD6IP/UBQLN1/CHMP4B
res_i,GO:0022618,protein-RNA complex assembly,56,0.4696839497766996,1.6251784277100618,0.006795565725105316,0.030850162392214508,0.02077129536764188,658,"tags=54%, list=31%, signal=38%",EIF6/RPS28/RPL13A/SRSF1/RPS5/RPL24/RPS27L/RPS27/U2AF2/EIF2S3/EIF3D/WDR77/RPS19/DDX39B/EIF3C/RPL5/HSP90AB1/RPSA/RPS14/RPL11/PTGES3/HSP90AA1/EIF3I/DENR/DDX1/DHX9/PRKDC/PRKRA/SNRPE/LSM2
res_i,GO:0010564,regulation of cell cycle process,69,0.4441937029459627,1.5855120781487677,0.006786571710664711,0.030850162392214508,0.02077129536764188,541,"tags=42%, list=26%, signal=32%",ANXA1/TMSB4X/ACTB/MAPK14/PSME3/POLDIP2/DDX3X/NSUN2/CLTC/CALR/RPS27L/HNRNPU/DYNC1LI1/TOM1L2/DYNC1H1/PSME2/CTNNB1/CCAR2/NPM1/PDCD6IP/CHMP4B/SND1/CALM1/PSME1/RHOA/NUP62/CDC42/RANBP1/TIPRL
res_i,GO:0048041,focal adhesion assembly,23,0.5802441048332905,1.6778952476590103,0.006845303135590329,0.03096305686576142,0.020847306781313052,329,"tags=35%, list=16%, signal=30%",CORO1C/THY1/ACTN1/APOD/POLDIP2/RAC1/S100A10/CTTN
res_i,GO:0001503,ossification,44,0.5019040760862115,1.6763143908699343,0.006863239793747117,0.03096305686576142,0.020847306781313052,529,"tags=43%, list=25%, signal=33%",LTF/OSTF1/CLIC1/TPM4/MAPK14/ALYREF/CLTC/HNRNPC/HNRNPU/ECM1/CTNNB1/AHSG/SND1/FBL/RBMX/MAPK1/CLEC3B/RHOA/SYNCRIP
res_i,GO:0002253,activation of immune response,89,0.42375597463101267,1.5802424929592191,0.006854851691142667,0.03096305686576142,0.020847306781313052,542,"tags=37%, list=26%, signal=29%",LTF/IGHA1/S100A8/THY1/LGALS3/IGKC/S100A9/EZR/HRAS/DDX3X/IGHM/LAMP2/CLU/IGHG2/IGHG1/BAX/EIF2B2/FLOT1/SERPING1/HMGB1/SFPQ/UBQLN1/IGHG3/XRCC6/NAGK/MAPK1/CFH/KRT1/CD2AP/KHDRBS1/RPS3/EIF2B5/C3
res_i,GO:0002429,immune response-activating cell surface receptor signaling pathway,37,0.5264626425061523,1.6872954354588419,0.00691875332864644,0.031059850741220904,0.02091247772438255,542,"tags=51%, list=26%, signal=39%",LTF/IGHA1/THY1/LGALS3/IGKC/EZR/HRAS/IGHM/IGHG2/IGHG1/BAX/EIF2B2/IGHG3/MAPK1/CD2AP/KHDRBS1/RPS3/EIF2B5/C3
res_i,GO:0030041,actin filament polymerization,35,0.5237720062577811,1.6572139574526972,0.006927634911866783,0.031059850741220904,0.02091247772438255,329,"tags=37%, list=16%, signal=32%",ARPC5/TMSB4X/ARPC5L/ARPC2/ARPC3/TMSB10/GSN/CAPZA1/PFN1/FLII/RAC1/SPTAN1/CTTN
res_i,GO:0061448,connective tissue development,22,0.5747715570896432,1.6355583559322822,0.006920733473172592,0.031059850741220904,0.02091247772438255,356,"tags=45%, list=17%, signal=38%",CD44/SERPINH1/MUSTN1/HRAS/MAPK14/PRKAA1/BGN/ECM1/CTNNB1/GLG1
res_i,GO:0001819,positive regulation of cytokine production,49,0.4703650453577428,1.5965155811282687,0.007026556760015935,0.031438408596359955,0.02116735926837139,599,"tags=47%, list=28%, signal=34%",ANXA1/S100A13/HMGB2/ORM1/HRAS/IL18/MAPK14/DDX3X/CLU/MIF/G3BP1/ORM2/FLOT1/HMGB1/HSPB1/LAMTOR5/TMED10/RPS3/APOA2/C3/HSP90AA1/DDX1/DHX9
res_i,GO:0000380,"alternative mRNA splicing, via spliceosome",16,0.6534965391594789,1.736885530136558,0.007184350565645412,0.03207827310175009,0.021598177572267344,599,"tags=81%, list=28%, signal=59%",PTBP1/SRSF1/HNRNPU/SMU1/SFPQ/MAGOH/HNRNPL/HNRNPA1/HNRNPUL2/RBMX/KHDRBS1/HNRNPM/DHX9
res_i,GO:0097530,granulocyte migration,20,0.6208773499254518,1.7473945157015895,0.007225310732889073,0.03212894321796985,0.0216322935661131,121,"tags=35%, list=6%, signal=33%",ANXA1/S100A8/LGALS3/PPIB/S100A9/S100A7/PPIA
res_i,GO:2001234,negative regulation of apoptotic signaling pathway,46,0.5001471736473139,1.672493898586279,0.007222791400348969,0.03212894321796985,0.0216322935661131,372,"tags=39%, list=18%, signal=33%",CD44/LGALS3/HMGB2/PEA15/PPIA/PSME3/DDX3X/CLU/GNAI2/FGG/FGB/MIF/BAX/CTNNB1/CCAR2/CTTN/HSPB1/FGA
res_i,GO:0045944,positive regulation of transcription by RNA polymerase II,79,0.4294541558046518,1.5575598497198935,0.007254728204950422,0.03219378364978,0.021675950378799238,630,"tags=49%, list=30%, signal=36%",HMGB2/NAMPT/ACTR2/ACTN4/HRAS/IL18/MAPK14/YBX1/DDX3X/ANXA2/JUP/HEXB/HNRNPU/APEX1/SUB1/CSRP3/S100A10/CTNNB1/LMO7/NPM1/HMGB1/SFPQ/XRCC6/RBMX/DCAF6/CNBP/NCL/CAND1/HNRNPD/HSPA5/EEF1D/HNRNPK/PCBP1/UBE3A/CDK5RAP3/DHX9/PRKDC/PTMS/PSMC6
res_i,GO:0072678,T cell migration,11,0.7065324917743843,1.7277184974597535,0.007500026575348014,0.03314675696233236,0.022317583635079956,333,"tags=55%, list=16%, signal=46%",DEFA1/APOD/S100A7/MSN/ECM1/CRK
res_i,GO:0002698,negative regulation of immune effector process,18,0.6218812065466168,1.7141423779794962,0.007496045833706037,0.03314675696233236,0.022317583635079956,415,"tags=39%, list=20%, signal=32%",ANXA1/ARG1/LGALS3/APOA1/SERPING1/CRK/RPS19
res_i,GO:0032204,regulation of telomere maintenance,25,0.5627797495357941,1.6684677564902135,0.007612791404264513,0.0335767425757195,0.022607091290370442,597,"tags=68%, list=28%, signal=49%",HNRNPC/HNRNPU/CTNNB1/CCT5/HNRNPA2B1/HNRNPA1/CCT2/MAPK1/HNRNPD/CCT8/TCP1/CCT3/CCT4/PTGES3/HSP90AA1/CCT7/CCT6A
res_i,GO:0071407,cellular response to organic cyclic compound,73,0.4373594338944816,1.568612481607621,0.007701763660879058,0.03390025789879829,0.02282491290978997,599,"tags=44%, list=28%, signal=33%",DEFA1/ANXA1/ACTB/EZR/FLNA/MSN/HSP90B1/JUP/COMT/PDE12/CALR/HNRNPU/AKR1C3/CTNNB1/FLOT1/NPM1/FKBP4/AQP1/VPS35/ATP1A1/SERPINF1/MAPK1/HNRNPD/RAP1A/RHOA/RWDD1/PTGES3/PADI2/YWHAH/UFM1/UBE3A/DHX9
